city_code,merchant_a,merchant_b,weight,support,z_score
shanghai,0014893,0014894,3.587227053402616,9,26.216782167122407
shanghai,0014893,0014898,3.269047430405476,10,21.78242577259787
shanghai,0014893,0014899,4.132299740789624,6,29.631012336936585
shanghai,0014893,0014896,3.8588919836457354,5,23.792035645916872
shanghai,0014893,0014909,3.339421141837005,7,17.419367691571278
shanghai,0014894,0014896,3.76176634019565,5,22.496442235402263
shanghai,0014894,0014898,3.5542588178888996,14,30.332768402370544
shanghai,0014896,0014898,3.3893447284352005,5,17.714500125268824
shanghai,0014896,0014908,3.9975102609211595,5,24.219864781363885
shanghai,0014898,0014902,4.063209286908422,6,28.339266615635864
shanghai,0014898,0014905,3.778173954978837,8,26.946574043741737
shanghai,0014898,0014899,3.6651578054148866,6,22.145643649222684
shanghai,0014898,0014909,3.175433883402351,7,17.63745014051847
shanghai,0014899,0014902,5.285405162718138,5,54.86721219040943
shanghai,0014901,0014919,5.494617504070651,10,84.6402634211821
shanghai,0014904,0014921,5.375312040306324,6,63.62062561536361
shanghai,0014905,0014919,4.435074751670645,6,37.256075221592035
shanghai,0014905,0014908,4.338769802441891,6,35.04996808599549
shanghai,0014907,0014909,4.1489294984281475,5,29.467813102726623
shanghai,0014907,0014921,4.551187981267346,8,43.3868312201436
shanghai,0014907,0014922,4.931686635578686,7,52.74824482133086
shanghai,0014908,0014909,3.717442558708071,5,22.607334568586467
shanghai,0014908,0014914,4.553715841406038,5,37.11364167646472
shanghai,0014908,0014922,4.230226371537647,5,30.91819614798496
shanghai,0014908,0014921,3.863803252662156,6,25.755748955973466
shanghai,0014909,0014919,3.753743171245339,5,22.629853473513506
shanghai,0014909,0014922,4.361742451018839,6,35.4802104365855
shanghai,0014914,0014921,4.93417760670735,8,53.7209331404447
shanghai,0014919,0014921,3.5206461691850635,5,17.579249509687266
shanghai,0014936,0014975,6.924808663860721,5,142.09852067752954
shanghai,0014939,0014984,6.163265159475794,5,76.55704061428004
shanghai,0014941,0014985,6.793365476192681,7,142.09228351655804
shanghai,0014946,0014973,5.226258266194448,7,54.783579764120645
shanghai,0014946,0014949,4.992118308435098,7,47.75238125711975
shanghai,0014946,0014974,4.7016968896032365,5,29.64172741558086
shanghai,0014949,0014984,5.012632883190888,8,46.243462962914236
shanghai,0014949,0014974,5.202181455289474,9,55.82973212864985
shanghai,0014949,0014973,4.31478943190024,5,25.05356043853563
shanghai,0014952,0014989,6.31706294621084,6,102.0727814891003
shanghai,0014952,0014980,6.308945457480003,5,98.81171275905956
shanghai,0014953,0014962,6.657835891882144,9,142.08459903472595
shanghai,0014955,0014969,7.09295321922606,6,142.1050601937683
shanghai,0014973,0014976,5.951865355104975,5,65.96509161108257
shanghai,0014973,0014974,4.808783476741916,5,34.15508849145254
shanghai,0014978,0014984,6.1642392353786395,5,76.85591195674621
shanghai,0014979,0014994,6.40610825858379,7,105.86044616916301
shanghai,0014981,0109297,7.010449136635704,5,142.1020343074667
shanghai,0014988,0014994,6.378395188332964,5,94.75261098258561
shanghai,0015001,0035200,5.206224179067622,6,44.969034720385025
shanghai,0015003,0035198,3.9640329611674563,5,21.428317227916477
shanghai,0015003,0035191,3.9309121975549264,6,22.60112324404793
shanghai,0015003,0015009,6.175066717672047,5,90.45525720897908
shanghai,0015005,0035194,4.524639494024492,5,30.11349105824883
shanghai,0015005,0035201,5.884546320806906,5,66.15271645730877
shanghai,0015006,0035198,3.125555716764949,16,21.915021946084334
shanghai,0015006,0035200,2.9887141185349906,12,18.296429761089033
shanghai,0015006,0035204,1.7503239710453287,7,6.933668672683263
shanghai,0015006,0035191,2.947941826707835,15,19.92104393660583
shanghai,0015006,0035194,2.7967283589345673,11,15.447247029664567
shanghai,0015006,0035195,3.029208834794157,18,22.58714248584699
shanghai,0015006,0035190,4.093523144650676,5,23.776784410428345
shanghai,0015006,0035199,3.4539692367228847,6,18.708528534343213
shanghai,0015006,0035197,3.400857126123136,12,23.527128196704023
shanghai,0015006,0035192,3.038246450067164,8,16.51450556146637
shanghai,0015006,0015015,3.000571183127378,5,13.905172978189318
shanghai,0015006,0035193,2.8260677757592374,17,18.65605842968232
shanghai,0015006,0035203,2.5107375883303,8,11.124466245945696
shanghai,0015015,0035200,4.323814167499559,6,32.91346266786211
shanghai,0015030,0015033,6.108713229492295,7,92.63152838638034
shanghai,0015030,0015066,4.625708483097157,5,29.789334160804152
shanghai,0015031,0015033,6.397829347240056,5,84.75828129777899
shanghai,0015036,0015040,7.276363381254504,5,142.1107053137945
shanghai,0015049,0015066,4.7853073353678175,8,43.80458937407474
shanghai,0015049,0015059,5.919871739116323,5,70.7737704563807
shanghai,0015049,0078756,5.114832811776819,5,37.839625533223696
shanghai,0015049,0015069,4.651351402487687,5,32.04020091367037
shanghai,0015055,0015057,7.093479574966671,5,142.10507844943962
shanghai,0015065,0015066,5.620197896443579,5,62.52471439457335
shanghai,0015066,0078756,5.119717304478667,7,43.491158127694085
shanghai,0015066,0015069,4.8771316802936875,8,45.95374080291317
shanghai,0015067,0015069,6.050812844476696,7,83.90893539920062
shanghai,0015084,0015085,5.903135438492589,8,83.90229829667514
shanghai,0015084,0015088,5.83566885908061,5,64.05785688003053
shanghai,0015084,0015090,5.367856073206469,5,51.852249167336964
shanghai,0015084,0015087,4.888177648451684,8,38.15022309937619
shanghai,0015087,0063680,6.2520235531889226,7,89.47713121223104
shanghai,0015087,0015090,5.454132823541447,6,47.86628396737364
shanghai,0015099,0015127,6.435784754992336,6,97.65397227646672
shanghai,0015099,0015109,6.035077292571359,6,81.41240433635855
shanghai,0015104,0093972,6.989320260380809,7,142.10120435391983
shanghai,0015105,0015109,5.109153255321879,5,38.655476970750904
shanghai,0015105,0015135,5.593485443106271,8,67.6940422550005
shanghai,0015105,0015136,5.235594575011358,5,41.68553266697704
shanghai,0015105,0015138,4.972026636941545,5,37.82203875963381
shanghai,0015129,0084687,6.692048121766745,6,97.82340481548151
shanghai,0015135,0015136,5.889030185258461,6,67.7208994262042
