city_code,merchant_a,merchant_b,weight,sppmi,support,z_score
shanghai,0000003,0090413,6.517915418306084,6.517915418306084,3,72.7992130368502
shanghai,0000003,0044212,6.47784165788821,6.47784165788821,4,62.01709690350154
shanghai,0000003,0117065,5.9762717680719435,5.9762717680719435,4,52.936483760698806
shanghai,0000003,0158788,5.93326838602524,5.93326838602524,3,53.29726450782193
shanghai,0000003,0203649,5.5134463875685364,5.5134463875685364,4,38.29504334535743
shanghai,0000003,0015480,5.475098609106704,5.475098609106704,5,44.405157884622206
shanghai,0000003,0070169,5.100475229350639,5.100475229350639,7,44.25348445222528
shanghai,0000004,0070169,5.458484935242191,5.458484935242191,6,57.9720838908106
shanghai,0000004,0203649,4.947809605281198,4.947809605281198,3,19.887688133241696
shanghai,0000004,0204331,6.694431194543493,6.694431194543493,3,72.54496952557237
shanghai,0000004,0035647,5.563440921663003,5.563440921663003,7,64.40745603793137
shanghai,0000006,0129232,6.446093518706118,6.446093518706118,3,69.1253562258884
shanghai,0000006,0036687,6.242355907867442,6.242355907867442,4,74.77865170922719
shanghai,0000007,0235047,6.310425427480313,6.310425427480313,6,92.83105236483767
shanghai,0000007,0235046,5.662398422527779,5.662398422527779,8,67.66648816089717
shanghai,0000007,0035644,5.323364991897518,5.323364991897518,3,37.1374674314851
shanghai,0000009,0076995,6.014687352764815,6.014687352764815,3,51.77035907186818
shanghai,0000039,0000041,8.32944339343354,8.32944339343354,3,205.5278110243523
shanghai,0000131,0150980,7.588205624839955,7.588205624839955,3,144.17518020775896
shanghai,0000202,0082069,6.99884409268189,6.99884409268189,9,166.73005538451102
shanghai,0000202,0082071,6.1740603287365206,6.1740603287365206,5,78.5313996952502
shanghai,0000220,0000250,7.29113386173615,7.29113386173615,3,90.12930369055375
shanghai,0000227,0000250,7.400635479464456,7.400635479464456,4,139.66571506298376
shanghai,0000246,0000253,7.715041525532713,7.715041525532713,3,141.93609102905506
shanghai,0000250,0000253,6.797349459597899,6.797349459597899,3,87.38310829722631
shanghai,0000259,0000273,7.013119054796662,7.013119054796662,5,122.09303317199502
shanghai,0000261,0000264,6.646550387275728,6.646550387275728,3,73.4754723722743
shanghai,0000264,0000299,6.715634608081785,6.715634608081785,5,96.86212005166809
shanghai,0000264,0000266,6.659479872499731,6.659479872499731,3,77.37545273761287
shanghai,0000264,0000294,6.654558135081602,6.654558135081602,3,75.86706261159613
shanghai,0000264,0000277,6.647308852078735,6.647308852078735,3,73.6987250984187
shanghai,0000264,0000306,6.14183029824905,6.14183029824905,3,55.12084173653126
shanghai,0000264,0000308,6.0842623201686505,6.0842623201686505,3,50.8671839461602
shanghai,0000271,0000304,8.679368289216026,8.679368289216026,3,205.5316868651383
shanghai,0000273,0000301,7.048520779999021,7.048520779999021,5,140.66627231551706
shanghai,0000273,0000275,6.927778898377116,6.927778898377116,3,86.78403667095898
shanghai,0000306,0000308,7.239747527713603,7.239747527713603,3,92.8955604273322
shanghai,0000404,0000431,5.398391487253876,5.398391487253876,4,39.322655835870236
shanghai,0000404,0000438,5.221519724978331,5.221519724978331,7,44.881726549921765
shanghai,0000407,0000438,5.623374874701715,5.623374874701715,6,56.86570085205555
shanghai,0000410,0000438,5.5732892429373955,5.5732892429373955,5,46.54175354246688
shanghai,0000411,0000438,5.572995982884723,5.572995982884723,4,46.48719020283799
shanghai,0000413,0000431,5.49558800087264,5.49558800087264,3,34.98063261747463
shanghai,0000413,0000438,5.037449623119785,5.037449623119785,3,30.123412496402914
shanghai,0000414,0000431,5.647256440190961,5.647256440190961,4,43.81786847473307
shanghai,0000414,0000438,4.95195254567147,4.95195254567147,3,29.754699392959623
shanghai,0000416,0000438,5.563924694135438,5.563924694135438,4,44.830631299093355
shanghai,0000417,0000438,5.667458808724936,5.667458808724936,9,67.8315956202048
shanghai,0000431,0000434,6.28449064421329,6.28449064421329,3,67.30708055922138
shanghai,0000431,0000432,5.628175383538223,5.628175383538223,5,53.685472391811295
shanghai,0000431,0000442,5.388969759156709,5.388969759156709,4,36.432357858228386
shanghai,0000431,0000437,4.970351870138482,4.970351870138482,3,22.04230451377638
shanghai,0000431,0000444,4.873448902908862,4.873448902908862,3,24.65389542755199
shanghai,0000431,0000438,4.577310939284319,4.577310939284319,8,38.27326631289827
shanghai,0000432,0000438,5.10909732859083,5.10909732859083,6,43.49347844324985
