city_code,community_id,merchant_count,anchor_count,anchor_merchants
shanghai,55828,1,0,
shanghai,55829,1,0,
shanghai,55830,1,0,
shanghai,55831,1,0,
shanghai,55832,1,0,
shanghai,55833,1,0,
shanghai,55834,1,0,
shanghai,55835,1,0,
shanghai,55836,1,0,
shanghai,55837,1,0,
shanghai,55838,1,0,
shanghai,55839,1,0,
shanghai,55840,1,0,
shanghai,55841,1,0,
shanghai,55842,1,0,
shanghai,55843,1,0,
shanghai,55844,1,0,
shanghai,55845,1,0,
shanghai,55846,1,0,
shanghai,55847,1,0,
shanghai,55848,1,0,
shanghai,55849,1,0,
shanghai,55850,1,0,
shanghai,55851,1,0,
shanghai,55852,1,0,
shanghai,55853,1,0,
shanghai,55854,1,0,
shanghai,55855,1,0,
shanghai,55856,1,0,
shanghai,55857,1,0,
shanghai,55858,1,0,
shanghai,55859,1,0,
shanghai,55860,1,0,
shanghai,55861,1,0,
shanghai,55862,1,0,
shanghai,55863,1,0,
shanghai,55864,1,0,
shanghai,55865,1,0,
shanghai,55866,1,0,
shanghai,55867,1,0,
shanghai,55868,1,0,
shanghai,55869,1,0,
shanghai,55870,1,0,
shanghai,55871,1,0,
shanghai,55872,1,0,
shanghai,55873,1,0,
shanghai,55874,1,0,
shanghai,55875,1,0,
shanghai,55876,1,0,
shanghai,55877,1,0,
shanghai,55878,1,0,
shanghai,55879,1,0,
shanghai,55880,1,0,
shanghai,55881,1,0,
shanghai,55882,1,0,
shanghai,55883,1,0,
shanghai,55884,1,0,
shanghai,55885,1,0,
shanghai,55886,1,0,
shanghai,55887,1,0,
shanghai,55888,1,0,
shanghai,55889,1,0,
shanghai,55890,1,0,
shanghai,55891,1,0,
shanghai,55892,1,0,
shanghai,55893,1,0,
shanghai,55894,1,0,
shanghai,55895,1,0,
shanghai,55896,1,0,
shanghai,55897,1,0,
shanghai,55898,1,0,
shanghai,55899,1,0,
shanghai,55900,1,0,
shanghai,55901,1,0,
shanghai,55902,1,0,
shanghai,55903,1,0,
shanghai,55904,1,0,
shanghai,55905,1,0,
shanghai,55906,1,0,
shanghai,55907,1,0,
shanghai,55908,1,0,
shanghai,55909,1,0,
shanghai,55910,1,0,
shanghai,55911,1,0,
shanghai,55912,1,0,
shanghai,55913,1,0,
shanghai,55914,1,0,
shanghai,55915,1,0,
shanghai,55916,1,0,
shanghai,55917,1,0,
shanghai,55918,1,0,
shanghai,55919,1,0,
shanghai,55920,1,0,
shanghai,55921,1,0,
shanghai,55922,1,0,
shanghai,55923,1,0,
shanghai,55924,1,0,
shanghai,55925,1,0,
shanghai,55926,1,0,
shanghai,55927,1,0,
shanghai,55928,1,0,
shanghai,55929,1,0,
shanghai,55930,1,0,
shanghai,55931,1,0,
shanghai,55932,1,0,
shanghai,55933,1,0,
shanghai,55934,1,0,
shanghai,55935,1,0,
shanghai,55936,1,0,
shanghai,55937,1,0,
shanghai,55938,1,0,
shanghai,55939,1,0,
shanghai,55940,1,0,
shanghai,55941,1,0,
shanghai,55942,1,0,
shanghai,55943,1,0,
shanghai,55944,1,0,
shanghai,55945,1,0,
shanghai,55946,1,0,
shanghai,55947,1,0,
shanghai,55948,1,0,
shanghai,55949,1,0,
shanghai,55950,1,0,
shanghai,55951,1,0,
shanghai,55952,1,0,
shanghai,55953,1,0,
shanghai,55954,1,0,
shanghai,55955,1,0,
shanghai,55956,1,0,
shanghai,55957,1,0,
shanghai,55958,1,0,
shanghai,55959,1,0,
shanghai,55960,1,0,
shanghai,55961,1,0,
shanghai,55962,1,0,
shanghai,55963,1,0,
shanghai,55964,1,0,
shanghai,55965,1,0,
shanghai,55966,1,0,
shanghai,55967,1,0,
shanghai,55968,1,0,
shanghai,55969,1,0,
shanghai,55970,1,0,
shanghai,55971,1,0,
shanghai,55972,1,0,
shanghai,55973,1,0,
shanghai,55974,1,0,
shanghai,55975,1,0,
shanghai,55976,1,0,
shanghai,55977,1,0,
shanghai,55978,1,0,
shanghai,55979,1,0,
shanghai,55980,1,0,
shanghai,55981,1,0,
shanghai,55982,1,0,
shanghai,55983,1,0,
shanghai,55984,1,0,
shanghai,55985,1,0,
shanghai,55986,1,0,
shanghai,55987,1,0,
shanghai,55988,1,0,
shanghai,55989,1,0,
shanghai,55990,1,0,
shanghai,55991,1,0,
shanghai,55992,1,0,
shanghai,55993,1,0,
shanghai,55994,1,0,
shanghai,55995,1,0,
shanghai,55996,1,0,
shanghai,55997,1,0,
shanghai,55998,1,0,
shanghai,55999,1,0,
shanghai,56000,1,0,
shanghai,56001,1,0,
shanghai,56002,1,0,
shanghai,56003,1,0,
shanghai,56004,1,0,
shanghai,56005,1,0,
shanghai,56006,1,0,
shanghai,56007,1,0,
shanghai,56008,1,0,
shanghai,56009,1,0,
shanghai,56010,1,0,
shanghai,56011,1,0,
shanghai,56012,1,0,
shanghai,56013,1,0,
shanghai,56014,1,0,
shanghai,56015,1,0,
shanghai,56016,1,0,
shanghai,56017,1,0,
shanghai,56018,1,0,
shanghai,56019,1,0,
shanghai,56020,1,0,
shanghai,56021,1,0,
shanghai,56022,1,0,
shanghai,56023,1,0,
shanghai,56024,1,0,
shanghai,56025,1,0,
shanghai,56026,1,0,
shanghai,56027,1,0,
shanghai,56028,1,0,
shanghai,56029,1,0,
shanghai,56030,1,0,
shanghai,56031,1,0,
shanghai,56032,1,0,
shanghai,56033,1,0,
shanghai,56034,1,0,
shanghai,56035,1,0,
shanghai,56036,1,0,
shanghai,56037,1,0,
shanghai,56038,1,0,
shanghai,56039,1,0,
shanghai,56040,1,0,
shanghai,56041,1,0,
shanghai,56042,1,0,
shanghai,56043,1,0,
shanghai,56044,1,0,
shanghai,56045,1,0,
shanghai,56046,1,0,
shanghai,56047,1,0,
shanghai,56048,1,0,
shanghai,56049,1,0,
shanghai,56050,1,0,
shanghai,56051,1,0,
shanghai,56052,1,0,
shanghai,56053,1,0,
shanghai,56054,1,0,
shanghai,56055,1,0,
shanghai,56056,1,0,
shanghai,56057,1,0,
shanghai,56058,1,0,
shanghai,56059,1,0,
shanghai,56060,1,0,
shanghai,56061,1,0,
shanghai,56062,1,0,
shanghai,56063,1,0,
shanghai,56064,1,0,
shanghai,56065,1,0,
shanghai,56066,1,0,
shanghai,56067,1,0,
shanghai,56068,1,0,
shanghai,56069,1,0,
shanghai,56070,1,0,
shanghai,56071,1,0,
shanghai,56072,1,0,
shanghai,56073,1,0,
shanghai,56074,1,0,
shanghai,56075,1,0,
shanghai,56076,1,0,
shanghai,56077,1,0,
shanghai,56078,1,0,
shanghai,56079,1,0,
shanghai,56080,1,0,
shanghai,56081,1,0,
shanghai,56082,1,0,
shanghai,56083,1,0,
shanghai,56084,1,0,
shanghai,56085,1,0,
shanghai,56086,1,0,
shanghai,56087,1,0,
shanghai,56088,1,0,
shanghai,56089,1,0,
shanghai,56090,1,0,
shanghai,56091,1,0,
shanghai,56092,1,0,
shanghai,56093,1,0,
shanghai,56094,1,0,
shanghai,56095,1,0,
shanghai,56096,1,0,
shanghai,56097,1,0,
shanghai,56098,1,0,
shanghai,56099,1,0,
shanghai,56100,1,0,
shanghai,56101,1,0,
shanghai,56102,1,0,
shanghai,56103,1,0,
shanghai,56104,1,0,
shanghai,56105,1,0,
shanghai,56106,1,0,
shanghai,56107,1,0,
shanghai,56108,1,0,
shanghai,56109,1,0,
shanghai,56110,1,0,
shanghai,56111,1,0,
shanghai,56112,1,0,
shanghai,56113,1,0,
shanghai,56114,1,0,
shanghai,56115,1,0,
shanghai,56116,1,0,
shanghai,56117,1,0,
shanghai,56118,1,0,
shanghai,56119,1,0,
shanghai,56120,1,0,
shanghai,56121,1,0,
shanghai,56122,1,0,
shanghai,56123,1,0,
shanghai,56124,1,0,
shanghai,56125,1,0,
shanghai,56126,1,0,
shanghai,56127,1,0,
shanghai,56128,1,0,
shanghai,56129,1,0,
shanghai,56130,1,0,
shanghai,56131,1,0,
shanghai,56132,1,0,
shanghai,56133,1,0,
shanghai,56134,1,0,
shanghai,56135,1,0,
shanghai,56136,1,0,
shanghai,56137,1,0,
shanghai,56138,1,0,
shanghai,56139,1,0,
shanghai,56140,1,0,
shanghai,56141,1,0,
shanghai,56142,1,0,
shanghai,56143,1,0,
shanghai,56144,1,0,
shanghai,56145,1,0,
shanghai,56146,1,0,
shanghai,56147,1,0,
shanghai,56148,1,0,
shanghai,56149,1,0,
shanghai,56150,1,0,
shanghai,56151,1,0,
shanghai,56152,1,0,
shanghai,56153,1,0,
shanghai,56154,1,0,
shanghai,56155,1,0,
shanghai,56156,1,0,
shanghai,56157,1,0,
shanghai,56158,1,0,
shanghai,56159,1,0,
shanghai,56160,1,0,
shanghai,56161,1,0,
shanghai,56162,1,0,
shanghai,56163,1,0,
shanghai,56164,1,0,
shanghai,56165,1,0,
shanghai,56166,1,0,
shanghai,56167,1,0,
shanghai,56168,1,0,
shanghai,56169,1,0,
shanghai,56170,1,0,
shanghai,56171,1,0,
shanghai,56172,1,0,
shanghai,56173,1,0,
shanghai,56174,1,0,
shanghai,56175,1,0,
shanghai,56176,1,0,
shanghai,56177,1,0,
shanghai,56178,1,0,
shanghai,56179,1,0,
shanghai,56180,1,0,
shanghai,56181,1,0,
shanghai,56182,1,0,
shanghai,56183,1,0,
shanghai,56184,1,0,
shanghai,56185,1,0,
shanghai,56186,1,0,
shanghai,56187,1,0,
shanghai,56188,1,0,
shanghai,56189,1,0,
shanghai,56190,1,0,
shanghai,56191,1,0,
shanghai,56192,1,0,
shanghai,56193,1,0,
shanghai,56194,1,0,
shanghai,56195,1,0,
shanghai,56196,1,0,
shanghai,56197,1,0,
shanghai,56198,1,0,
shanghai,56199,1,0,
shanghai,56200,1,0,
shanghai,56201,1,0,
shanghai,56202,1,0,
shanghai,56203,1,0,
shanghai,56204,1,0,
shanghai,56205,1,0,
shanghai,56206,1,0,
shanghai,56207,1,0,
shanghai,56208,1,0,
shanghai,56209,1,0,
shanghai,56210,1,0,
shanghai,56211,1,0,
shanghai,56212,1,0,
shanghai,56213,1,0,
shanghai,56214,1,0,
shanghai,56215,1,0,
shanghai,56216,1,0,
shanghai,56217,1,0,
shanghai,56218,1,0,
shanghai,56219,1,0,
shanghai,56220,1,0,
shanghai,56221,1,0,
shanghai,56222,1,0,
shanghai,56223,1,0,
shanghai,56224,1,0,
shanghai,56225,1,0,
shanghai,56226,1,0,
shanghai,56227,1,0,
shanghai,56228,1,0,
shanghai,56229,1,0,
shanghai,56230,1,0,
shanghai,56231,1,0,
shanghai,56232,1,0,
shanghai,56233,1,0,
shanghai,56234,1,0,
shanghai,56235,1,0,
shanghai,56236,1,0,
shanghai,56237,1,0,
shanghai,56238,1,0,
shanghai,56239,1,0,
shanghai,56240,1,0,
shanghai,56241,1,0,
shanghai,56242,1,0,
shanghai,56243,1,0,
shanghai,56244,1,0,
shanghai,56245,1,0,
shanghai,56246,1,0,
shanghai,56247,1,0,
shanghai,56248,1,0,
shanghai,56249,1,0,
shanghai,56250,1,0,
shanghai,56251,1,0,
shanghai,56252,1,0,
shanghai,56253,1,0,
shanghai,56254,1,0,
shanghai,56255,1,0,
shanghai,56256,1,0,
shanghai,56257,1,0,
shanghai,56258,1,0,
shanghai,56259,1,0,
shanghai,56260,1,0,
shanghai,56261,1,0,
shanghai,56262,1,0,
shanghai,56263,1,0,
shanghai,56264,1,0,
shanghai,56265,1,0,
shanghai,56266,1,0,
shanghai,56267,1,0,
shanghai,56268,1,0,
shanghai,56269,1,0,
shanghai,56270,1,0,
shanghai,56271,1,0,
shanghai,56272,1,0,
shanghai,56273,1,0,
shanghai,56274,1,0,
shanghai,56275,1,0,
shanghai,56276,1,0,
shanghai,56277,1,0,
shanghai,56278,1,0,
shanghai,56279,1,0,
shanghai,56280,1,0,
shanghai,56281,1,0,
shanghai,56282,1,0,
shanghai,56283,1,0,
shanghai,56284,1,0,
shanghai,56285,1,0,
shanghai,56286,1,0,
shanghai,56287,1,0,
shanghai,56288,1,0,
shanghai,56289,1,0,
shanghai,56290,1,0,
shanghai,56291,1,0,
shanghai,56292,1,0,
shanghai,56293,1,0,
shanghai,56294,1,0,
shanghai,56295,1,0,
shanghai,56296,1,0,
shanghai,56297,1,0,
shanghai,56298,1,0,
shanghai,56299,1,0,
shanghai,56300,1,0,
shanghai,56301,1,0,
shanghai,56302,1,0,
shanghai,56303,1,0,
shanghai,56304,1,0,
shanghai,56305,1,0,
shanghai,56306,1,0,
shanghai,56307,1,0,
shanghai,56308,1,0,
shanghai,56309,1,0,
shanghai,56310,1,0,
shanghai,56311,1,0,
shanghai,56312,1,0,
shanghai,56313,1,0,
shanghai,56314,1,0,
shanghai,56315,1,0,
shanghai,56316,1,0,
shanghai,56317,1,0,
shanghai,56318,1,0,
shanghai,56319,1,0,
shanghai,56320,1,0,
shanghai,56321,1,0,
shanghai,56322,1,0,
shanghai,56323,1,0,
shanghai,56324,1,0,
shanghai,56325,1,0,
shanghai,56326,1,0,
shanghai,56327,1,0,
shanghai,56328,1,0,
shanghai,56329,1,0,
shanghai,56330,1,0,
shanghai,56331,1,0,
shanghai,56332,1,0,
shanghai,56333,1,0,
shanghai,56334,1,0,
shanghai,56335,1,0,
shanghai,56336,1,0,
shanghai,56337,1,0,
shanghai,56338,1,0,
shanghai,56339,1,0,
shanghai,56340,1,0,
shanghai,56341,1,0,
shanghai,56342,1,0,
shanghai,56343,1,0,
shanghai,56344,1,0,
shanghai,56345,1,0,
shanghai,56346,1,0,
shanghai,56347,1,0,
shanghai,56348,1,0,
shanghai,56349,1,0,
shanghai,56350,1,0,
shanghai,56351,1,0,
shanghai,56352,1,0,
shanghai,56353,1,0,
shanghai,56354,1,0,
shanghai,56355,1,0,
shanghai,56356,1,0,
shanghai,56357,1,0,
shanghai,56358,1,0,
shanghai,56359,1,0,
shanghai,56360,1,0,
shanghai,56361,1,0,
shanghai,56362,1,0,
shanghai,56363,1,0,
shanghai,56364,1,0,
shanghai,56365,1,0,
shanghai,56366,1,0,
shanghai,56367,1,0,
shanghai,56368,1,0,
shanghai,56369,1,0,
shanghai,56370,1,0,
shanghai,56371,1,0,
shanghai,56372,1,0,
shanghai,56373,1,0,
shanghai,56374,1,0,
shanghai,56375,1,0,
shanghai,56376,1,0,
shanghai,56377,1,0,
shanghai,56378,1,0,
shanghai,56379,1,0,
shanghai,56380,1,0,
shanghai,56381,1,0,
shanghai,56382,1,0,
shanghai,56383,1,0,
shanghai,56384,1,0,
shanghai,56385,1,0,
shanghai,56386,1,0,
shanghai,56387,1,0,
shanghai,56388,1,0,
shanghai,56389,1,0,
shanghai,56390,1,0,
shanghai,56391,1,0,
shanghai,56392,1,0,
shanghai,56393,1,0,
shanghai,56394,1,0,
shanghai,56395,1,0,
shanghai,56396,1,0,
shanghai,56397,1,0,
shanghai,56398,1,0,
shanghai,56399,1,0,
shanghai,56400,1,0,
shanghai,56401,1,0,
shanghai,56402,1,0,
shanghai,56403,1,0,
shanghai,56404,1,0,
shanghai,56405,1,0,
shanghai,56406,1,0,
shanghai,56407,1,0,
shanghai,56408,1,0,
shanghai,56409,1,0,
shanghai,56410,1,0,
shanghai,56411,1,0,
shanghai,56412,1,0,
shanghai,56413,1,0,
shanghai,56414,1,0,
shanghai,56415,1,0,
shanghai,56416,1,0,
shanghai,56417,1,0,
shanghai,56418,1,0,
shanghai,56419,1,0,
shanghai,56420,1,0,
shanghai,56421,1,0,
shanghai,56422,1,0,
shanghai,56423,1,0,
shanghai,56424,1,0,
shanghai,56425,1,0,
shanghai,56426,1,0,
shanghai,56427,1,0,
shanghai,56428,1,0,
shanghai,56429,1,0,
shanghai,56430,1,0,
shanghai,56431,1,0,
shanghai,56432,1,0,
shanghai,56433,1,0,
shanghai,56434,1,0,
shanghai,56435,1,0,
shanghai,56436,1,0,
shanghai,56437,1,0,
shanghai,56438,1,0,
shanghai,56439,1,0,
shanghai,56440,1,0,
shanghai,56441,1,0,
shanghai,56442,1,0,
shanghai,56443,1,0,
shanghai,56444,1,0,
shanghai,56445,1,0,
shanghai,56446,1,0,
shanghai,56447,1,0,
shanghai,56448,1,0,
shanghai,56449,1,0,
shanghai,56450,1,0,
shanghai,56451,1,0,
shanghai,56452,1,0,
shanghai,56453,1,0,
shanghai,56454,1,0,
shanghai,56455,1,0,
shanghai,56456,1,0,
shanghai,56457,1,0,
shanghai,56458,1,0,
shanghai,56459,1,0,
shanghai,56460,1,0,
shanghai,56461,1,0,
shanghai,56462,1,0,
shanghai,56463,1,0,
shanghai,56464,1,0,
shanghai,56465,1,0,
shanghai,56466,1,0,
shanghai,56467,1,0,
shanghai,56468,1,0,
shanghai,56469,1,0,
shanghai,56470,1,0,
shanghai,56471,1,0,
shanghai,56472,1,0,
shanghai,56473,1,0,
shanghai,56474,1,0,
shanghai,56475,1,0,
shanghai,56476,1,0,
shanghai,56477,1,0,
shanghai,56478,1,0,
shanghai,56479,1,0,
shanghai,56480,1,0,
shanghai,56481,1,0,
shanghai,56482,1,0,
shanghai,56483,1,0,
shanghai,56484,1,0,
shanghai,56485,1,0,
shanghai,56486,1,0,
shanghai,56487,1,0,
shanghai,56488,1,0,
shanghai,56489,1,0,
shanghai,56490,1,0,
shanghai,56491,1,0,
shanghai,56492,1,0,
shanghai,56493,1,0,
shanghai,56494,1,0,
shanghai,56495,1,0,
shanghai,56496,1,0,
shanghai,56497,1,0,
shanghai,56498,1,0,
shanghai,56499,1,0,
shanghai,56500,1,0,
shanghai,56501,1,0,
shanghai,56502,1,0,
shanghai,56503,1,0,
shanghai,56504,1,0,
shanghai,56505,1,0,
shanghai,56506,1,0,
shanghai,56507,1,0,
shanghai,56508,1,0,
shanghai,56509,1,0,
shanghai,56510,1,0,
shanghai,56511,1,0,
shanghai,56512,1,0,
shanghai,56513,1,0,
shanghai,56514,1,0,
shanghai,56515,1,0,
shanghai,56516,1,0,
shanghai,56517,1,0,
shanghai,56518,1,0,
shanghai,56519,1,0,
shanghai,56520,1,0,
shanghai,56521,1,0,
shanghai,56522,1,0,
shanghai,56523,1,0,
shanghai,56524,1,0,
shanghai,56525,1,0,
shanghai,56526,1,0,
shanghai,56527,1,0,
shanghai,56528,1,0,
shanghai,56529,1,0,
shanghai,56530,1,0,
shanghai,56531,1,0,
shanghai,56532,1,0,
shanghai,56533,1,0,
shanghai,56534,1,0,
shanghai,56535,1,0,
shanghai,56536,1,0,
shanghai,56537,1,0,
shanghai,56538,1,0,
shanghai,56539,1,0,
shanghai,56540,1,0,
shanghai,56541,1,0,
shanghai,56542,1,0,
shanghai,56543,1,0,
shanghai,56544,1,0,
shanghai,56545,1,0,
shanghai,56546,1,0,
shanghai,56547,1,0,
shanghai,56548,1,0,
shanghai,56549,1,0,
shanghai,56550,1,0,
shanghai,56551,1,0,
shanghai,56552,1,0,
shanghai,56553,1,0,
shanghai,56554,1,0,
shanghai,56555,1,0,
shanghai,56556,1,0,
shanghai,56557,1,0,
shanghai,56558,1,0,
shanghai,56559,1,0,
shanghai,56560,1,0,
shanghai,56561,1,0,
shanghai,56562,1,0,
shanghai,56563,1,0,
shanghai,56564,1,0,
shanghai,56565,1,0,
shanghai,56566,1,0,
shanghai,56567,1,0,
shanghai,56568,1,0,
shanghai,56569,1,0,
shanghai,56570,1,0,
shanghai,56571,1,0,
shanghai,56572,1,0,
shanghai,56573,1,0,
shanghai,56574,1,0,
shanghai,56575,1,0,
shanghai,56576,1,0,
shanghai,56577,1,0,
shanghai,56578,1,0,
shanghai,56579,1,0,
shanghai,56580,1,0,
shanghai,56581,1,0,
shanghai,56582,1,0,
shanghai,56583,1,0,
shanghai,56584,1,0,
shanghai,56585,1,0,
shanghai,56586,1,0,
shanghai,56587,1,0,
shanghai,56588,1,0,
shanghai,56589,1,0,
shanghai,56590,1,0,
shanghai,56591,1,0,
shanghai,56592,1,0,
shanghai,56593,1,0,
shanghai,56594,1,0,
shanghai,56595,1,0,
shanghai,56596,1,0,
shanghai,56597,1,0,
shanghai,56598,1,0,
shanghai,56599,1,0,
shanghai,56600,1,0,
shanghai,56601,1,0,
shanghai,56602,1,0,
shanghai,56603,1,0,
shanghai,56604,1,0,
shanghai,56605,1,0,
shanghai,56606,1,0,
shanghai,56607,1,0,
shanghai,56608,1,0,
shanghai,56609,1,0,
shanghai,56610,1,0,
shanghai,56611,1,0,
shanghai,56612,1,0,
shanghai,56613,1,0,
shanghai,56614,1,0,
shanghai,56615,1,0,
shanghai,56616,1,0,
shanghai,56617,1,0,
shanghai,56618,1,0,
shanghai,56619,1,0,
shanghai,56620,1,0,
shanghai,56621,1,0,
shanghai,56622,1,0,
shanghai,56623,1,0,
shanghai,56624,1,0,
shanghai,56625,1,0,
shanghai,56626,1,0,
shanghai,56627,1,0,
shanghai,56628,1,0,
shanghai,56629,1,0,
shanghai,56630,1,0,
shanghai,56631,1,0,
shanghai,56632,1,0,
shanghai,56633,1,0,
shanghai,56634,1,0,
shanghai,56635,1,0,
shanghai,56636,1,0,
shanghai,56637,1,0,
shanghai,56638,1,0,
shanghai,56639,1,0,
shanghai,56640,1,0,
shanghai,56641,1,0,
shanghai,56642,1,0,
shanghai,56643,1,0,
shanghai,56644,1,0,
shanghai,56645,1,0,
shanghai,56646,1,0,
shanghai,56647,1,0,
shanghai,56648,1,0,
shanghai,56649,1,0,
shanghai,56650,1,0,
shanghai,56651,1,0,
shanghai,56652,1,0,
shanghai,56653,1,0,
shanghai,56654,1,0,
shanghai,56655,1,0,
shanghai,56656,1,0,
shanghai,56657,1,0,
shanghai,56658,1,0,
shanghai,56659,1,0,
shanghai,56660,1,0,
shanghai,56661,1,0,
shanghai,56662,1,0,
shanghai,56663,1,0,
shanghai,56664,1,0,
shanghai,56665,1,0,
shanghai,56666,1,0,
shanghai,56667,1,0,
shanghai,56668,1,0,
shanghai,56669,1,0,
shanghai,56670,1,0,
shanghai,56671,1,0,
shanghai,56672,1,0,
shanghai,56673,1,0,
shanghai,56674,1,0,
shanghai,56675,1,0,
shanghai,56676,1,0,
shanghai,56677,1,0,
shanghai,56678,1,0,
shanghai,56679,1,0,
shanghai,56680,1,0,
shanghai,56681,1,0,
shanghai,56682,1,0,
shanghai,56683,1,0,
shanghai,56684,1,0,
shanghai,56685,1,0,
shanghai,56686,1,0,
shanghai,56687,1,0,
shanghai,56688,1,0,
shanghai,56689,1,0,
shanghai,56690,1,0,
shanghai,56691,1,0,
shanghai,56692,1,0,
shanghai,56693,1,0,
shanghai,56694,1,0,
shanghai,56695,1,0,
shanghai,56696,1,0,
shanghai,56697,1,0,
shanghai,56698,1,0,
shanghai,56699,1,0,
shanghai,56700,1,0,
shanghai,56701,1,0,
shanghai,56702,1,0,
shanghai,56703,1,0,
shanghai,56704,1,0,
shanghai,56705,1,0,
shanghai,56706,1,0,
shanghai,56707,1,0,
shanghai,56708,1,0,
shanghai,56709,1,0,
shanghai,56710,1,0,
shanghai,56711,1,0,
shanghai,56712,1,0,
shanghai,56713,1,0,
shanghai,56714,1,0,
shanghai,56715,1,0,
shanghai,56716,1,0,
shanghai,56717,1,0,
shanghai,56718,1,0,
shanghai,56719,1,0,
shanghai,56720,1,0,
shanghai,56721,1,0,
shanghai,56722,1,0,
shanghai,56723,1,0,
shanghai,56724,1,0,
shanghai,56725,1,0,
shanghai,56726,1,0,
shanghai,56727,1,0,
shanghai,56728,1,0,
shanghai,56729,1,0,
shanghai,56730,1,0,
shanghai,56731,1,0,
shanghai,56732,1,0,
shanghai,56733,1,0,
shanghai,56734,1,0,
shanghai,56735,1,0,
shanghai,56736,1,0,
shanghai,56737,1,0,
shanghai,56738,1,0,
shanghai,56739,1,0,
shanghai,56740,1,0,
shanghai,56741,1,0,
shanghai,56742,1,0,
shanghai,56743,1,0,
shanghai,56744,1,0,
shanghai,56745,1,0,
shanghai,56746,1,0,
shanghai,56747,1,0,
shanghai,56748,1,0,
shanghai,56749,1,0,
shanghai,56750,1,0,
shanghai,56751,1,0,
shanghai,56752,1,0,
shanghai,56753,1,0,
shanghai,56754,1,0,
shanghai,56755,1,0,
shanghai,56756,1,0,
shanghai,56757,1,0,
shanghai,56758,1,0,
shanghai,56759,1,0,
shanghai,56760,1,0,
shanghai,56761,1,0,
shanghai,56762,1,0,
shanghai,56763,1,0,
shanghai,56764,1,0,
shanghai,56765,1,0,
shanghai,56766,1,0,
shanghai,56767,1,0,
shanghai,56768,1,0,
shanghai,56769,1,0,
shanghai,56770,1,0,
shanghai,56771,1,0,
shanghai,56772,1,0,
shanghai,56773,1,0,
shanghai,56774,1,0,
shanghai,56775,1,0,
shanghai,56776,1,0,
shanghai,56777,1,0,
shanghai,56778,1,0,
shanghai,56779,1,0,
shanghai,56780,1,0,
shanghai,56781,1,0,
shanghai,56782,1,0,
shanghai,56783,1,0,
shanghai,56784,1,0,
shanghai,56785,1,0,
shanghai,56786,1,0,
shanghai,56787,1,0,
shanghai,56788,1,0,
shanghai,56789,1,0,
shanghai,56790,1,0,
shanghai,56791,1,0,
shanghai,56792,1,0,
shanghai,56793,1,0,
shanghai,56794,1,0,
shanghai,56795,1,0,
shanghai,56796,1,0,
shanghai,56797,1,0,
shanghai,56798,1,0,
shanghai,56799,1,0,
shanghai,56800,1,0,
shanghai,56801,1,0,
shanghai,56802,1,0,
shanghai,56803,1,0,
shanghai,56804,1,0,
shanghai,56805,1,0,
shanghai,56806,1,0,
shanghai,56807,1,0,
shanghai,56808,1,0,
shanghai,56809,1,0,
shanghai,56810,1,0,
shanghai,56811,1,0,
shanghai,56812,1,0,
shanghai,56813,1,0,
shanghai,56814,1,0,
shanghai,56815,1,0,
shanghai,56816,1,0,
shanghai,56817,1,0,
shanghai,56818,1,0,
shanghai,56819,1,0,
shanghai,56820,1,0,
shanghai,56821,1,0,
shanghai,56822,1,0,
shanghai,56823,1,0,
shanghai,56824,1,0,
shanghai,56825,1,0,
shanghai,56826,1,0,
shanghai,56827,1,0,
shanghai,56828,1,0,
shanghai,56829,1,0,
shanghai,56830,1,0,
shanghai,56831,1,0,
shanghai,56832,1,0,
shanghai,56833,1,0,
shanghai,56834,1,0,
shanghai,56835,1,0,
shanghai,56836,1,0,
shanghai,56837,1,0,
shanghai,56838,1,0,
shanghai,56839,1,0,
shanghai,56840,1,0,
shanghai,56841,1,0,
shanghai,56842,1,0,
shanghai,56843,1,0,
shanghai,56844,1,0,
shanghai,56845,1,0,
shanghai,56846,1,0,
shanghai,56847,1,0,
shanghai,56848,1,0,
shanghai,56849,1,0,
shanghai,56850,1,0,
shanghai,56851,1,0,
shanghai,56852,1,0,
shanghai,56853,1,0,
shanghai,56854,1,0,
shanghai,56855,1,0,
shanghai,56856,1,0,
shanghai,56857,1,0,
shanghai,56858,1,0,
shanghai,56859,1,0,
shanghai,56860,1,0,
shanghai,56861,1,0,
shanghai,56862,1,0,
shanghai,56863,1,0,
shanghai,56864,1,0,
shanghai,56865,1,0,
shanghai,56866,1,0,
shanghai,56867,1,0,
shanghai,56868,1,0,
shanghai,56869,1,0,
shanghai,56870,1,0,
shanghai,56871,1,0,
shanghai,56872,1,0,
shanghai,56873,1,0,
shanghai,56874,1,0,
shanghai,56875,1,0,
shanghai,56876,1,0,
shanghai,56877,1,0,
shanghai,56878,1,0,
shanghai,56879,1,0,
shanghai,56880,1,0,
shanghai,56881,1,0,
shanghai,56882,1,0,
shanghai,56883,1,0,
shanghai,56884,1,0,
shanghai,56885,1,0,
shanghai,56886,1,0,
shanghai,56887,1,0,
shanghai,56888,1,0,
shanghai,56889,1,0,
shanghai,56890,1,0,
shanghai,56891,1,0,
shanghai,56892,1,0,
shanghai,56893,1,0,
shanghai,56894,1,0,
shanghai,56895,1,0,
shanghai,56896,1,0,
shanghai,56897,1,0,
shanghai,56898,1,0,
shanghai,56899,1,0,
shanghai,56900,1,0,
shanghai,56901,1,0,
