city_code,community_id,merchant_count,anchor_count,anchor_merchants
shanghai,38,121,7,0037848|0089054|0044822|0042776|0021081|0044858|0231976
shanghai,39,120,6,0077205|0032449|0048136|0186957|0084143|0048101
shanghai,40,117,6,0114219|0048178|0048164|0048149|0038061|0097807
shanghai,41,115,6,0066213|0066220|0132609|0035923|0042765|0089195
shanghai,42,114,6,0018728|0014640|0146713|0014642|0019433|0018726
shanghai,43,112,6,0143455|0147796|0032165|0082079|0146788|0155058
shanghai,44,110,6,0155227|0155341|0155353|0155332|0155259|0155322
shanghai,45,107,6,0063499|0063446|0063443|0063537|0063505|0063574
shanghai,46,102,6,0070011|0103360|0103347|0042730|0084696|0103348
shanghai,47,97,5,0035664|0077162|0077160|0108359|0129209
shanghai,48,97,5,0084670|0022289|0089266|0022282|0035665
shanghai,49,95,5,0035653|0084665|0089120|0109569|0075833
shanghai,50,95,5,0106997|0086266|0073065|0069577|0089242
shanghai,51,94,5,0155452|0084693|0109104|0109105|0109106
shanghai,52,93,5,0084687|0015136|0143446|0061219|0015124
shanghai,53,92,5,0016107|0109191|0017556|0017531|0109514
shanghai,54,90,5,0146631|0037683|0146628|0132699|0146610
shanghai,55,87,5,0018467|0018274|0089679|0146987|0014631
shanghai,56,86,5,0035084|0035083|0109573|0044899|0065887
shanghai,57,85,5,0187053|0166226|0132637|0171375|0158195
shanghai,58,80,4,0018715|0018724|0018714|0126975
shanghai,59,80,4,0170856|0170860|0234900|0170858
shanghai,60,75,4,0035639|0070142|0109585|0089734
shanghai,61,74,4,0070166|0015414|0110813|0043899
shanghai,62,73,4,0051748|0076995|0000003|0000004
shanghai,63,73,4,0022002|0201702|0021993|0022371
shanghai,64,72,4,0018420|0109572|0085537|0117215
shanghai,65,70,4,0020845|0155458|0020844|0020846
shanghai,66,70,4,0103298|0019358|0103313|0019359
shanghai,67,69,4,0109711|0044857|0047910|0109211
shanghai,68,68,4,0077121|0109187|0040237|0147738
shanghai,69,68,4,0089025|0042366|0089407|0064849
shanghai,70,67,4,0061249|0205281|0020726|0089680
shanghai,71,66,4,0109167|0050321|0058803|0089462
shanghai,72,63,4,0018608|0070167|0036769|0018606
shanghai,73,62,4,0173355|0079145|0089017|0035015
shanghai,74,62,4,0063144|0063283|0063179|0063140
shanghai,75,61,4,0066512|0066506|0066471|0201716
shanghai,76,58,3,0044796|0097162|0018262
shanghai,77,58,3,0146711|0153923|0101962
shanghai,78,56,3,0017239|0017275|0017279
shanghai,79,56,3,0035667|0021763|0021764
shanghai,80,54,3,0109561|0109399|0083410
shanghai,81,52,3,0021892|0021890|0118951
shanghai,82,51,3,0049348|0084682|0125467
shanghai,83,49,3,0015525|0089707|0015507
shanghai,84,49,3,0079233|0109334|0089768
